Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Total_Number_of_Reviews,Positive_Review,Reviewer_Score,Tags,lat,lng,Calc_Average_Score,Average_Score_Difference,Leisure_trip,Couple,Solo_traveler,Business_trip,Group,Family_with_young_children,Family_with_older_children,With_a_pet
"Paris, France",7/23/2017,7.3,Best Western Plus 61 Paris Nation Hotel, Canada , Air conditioner shut off every half an hour staff was rude no ice available for guests staff would take elevator priority over guests cleaning staff would slam doors up and down hallways while cleaning,74,No Positive,5.0," Leisure trip, Family with young children, Superior Double Room, Stayed 5 nights, Submitted from a mobile device ",48.8465653,2.4102405,7.3,0.40000000000000036,1,0,0,0,0,1,0,0
"Paris, France",7/21/2017,9.2,Hotel Monsieur, United Kingdom , Choice of teas in the room was unusual However I am certain we would have got plain black tea if we d asked The hotel is not cheap but it is in an excellent area and very high quality ,180, Very comfortable Quiet room with quiet aircon important with a temperature of 34 outside Fabulous shower ,8.8," Leisure trip, Family with young children, 2 Connecting Rooms, Stayed 1 night, Submitted from a mobile device ",48.8735135,2.3217457,9.2,-0.1999999999999993,1,0,0,0,0,1,0,0
"Paris, France",8/3/2017,8.8,Hotel Saint Dominique, Australia , The lift was broken down when we stayed which was a little awkward when lifting our luggage up the stairs I did also expect the room to be a little bigger considering we were staying for a week ,121, Good location and close to everything in Paris The staff were very helpful and friendly The beds were comfortable and the bathroom while small was clean and nice ,8.3," Leisure trip, Group, Comfort Double Room, Stayed 5 nights ",48.8599998,2.3087425,8.8,-0.10000000000000142,1,0,0,0,1,0,0,0
"London, United Kingdom",8/3/2017,8.5,Clayton Hotel Chiswick, United Kingdom , Bar service ,922, The bathroom facilities having the large shower and separate bath Excellent cleanliness throughout Extras e g hairdryer ironing facilities fridge etc ,8.3," Leisure trip, Family with young children, Executive Double Room, Stayed 1 night ",51.4924184,-0.2784701,8.5,0.0,1,0,0,0,0,1,0,0
"London, United Kingdom",8/3/2017,8.9,Park Plaza London Park Royal, Belgium , The location is a bit far from the centre of London ,197, The room was very comfortable Even though it s close to a highway there was no noise in the room we had ,9.2," Leisure trip, Family with young children, Superior King Room, Stayed 3 nights ",51.527262,-0.282992,8.9,0.0,1,0,0,0,0,1,0,0
"Paris, France",7/27/2017,8.8,Hotel Malte Astotel, Australia ,No Negative,26, Friendly staff always helpful Can always go down stairs for food drinks and facilities Good location and quiet while sleeping will recommend to anyone ,10.0," Leisure trip, Couple, Standard Twin Room, Stayed 6 nights, Submitted from a mobile device ",48.8672474,2.33738,8.8,0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",7/23/2017,7.9,Best Western Palm Hotel, Italy , MY VIEW TO THE ROOF WITH THE AC CONDENSING UNIT I AM AN AC ENGINEER BETTER FIT A NICE BIG MONITOR AND PROJECT A GREAT VIEW OF LONDON FROM ANY OTHER TOWER EASY TO DO LOL,949, THE LOCATION AND THE FREE PARKING IF YOU HAVE MANY LUGGAGES ASK FOR A ROOM WITH EASY ACCESS AS SOME CORRIDORS HAVE STEPS UP AND THEN DOWN OVERALL GREAT HOTEL ,10.0," Leisure trip, Solo traveler, Standard Double Room, Stayed 1 night ",51.5634756,-0.2042758,7.9,0.0,1,0,1,0,0,0,0,0
"Paris, France",7/17/2017,7.3,InterContinental Paris Avenue Marceau, Lebanon , The sizes of the room Very uncomfortable The breakfast is very poor for an intercontinental hotel,45, Location is very convenient They have a nice garden ,5.4," Leisure trip, Couple, Superior Room Non Smoking, Stayed 3 nights, Submitted from a mobile device ",48.8706373,2.2982095,7.3,0.6000000000000005,1,1,0,0,0,0,0,0
"Paris, France",7/29/2017,8.3,Mercure Tour Eiffel Grenelle, United Kingdom , Nothing everything I experienced at the hotel was perfect,39, Everything about the room was great shower was lovely bed was comfy and view of the Eiffel Tower from the window was beautiful Only 22 from Gare Du Nord to the hotel and 18 for the return about 5 10min walk to Eiffel Tower and 15mins to a large shopping centre Room was always clean and staff would always be there to help Supermarket 5 mins away bars and restaurants surrounding and patisserie round the corner Everything you could need ,10.0," Leisure trip, Couple, Standard Double Room, Stayed 2 nights, Submitted from a mobile device ",48.850448,2.2928845,8.3,0.0,1,1,0,0,0,0,0,0
"Paris, France",7/12/2017,7.3,Mercure Paris Bastille Saint Antoine, China , The first room we gave me was smelling cigarette fortunately the staff arrange a new room for me No restaurant in the hotel Very small parking only 5 Elevator coming from another age ,22, Kind staff good location Balcony in the room ,6.7," Business trip, Solo traveler, Standard Double Room, Stayed 1 night, Submitted from a mobile device ",48.849574,2.3798518,7.3,0.6000000000000005,0,0,1,1,0,0,0,0
"Paris, France",5/5/2017,8.7,Boutique H tel Konfidentiel, United States of America , No one at the reception between the hours of 9 pm and 7 am You enter with a code but some people might not like the fact there is no one there at night ,19, Very courteous staff and lovely decorated and appointed room on the top floor Excellent location next to the Louvre and a lot of good restaurants Quiet street Had no street noise in my room which is important to me ,9.6," Leisure trip, Solo traveler, Large Deluxe Room, Stayed 1 night, Submitted from a mobile device ",48.8612535,2.3426256,8.7,0.20000000000000107,1,0,1,0,0,0,0,0
"London, United Kingdom",8/2/2017,9.1,The Piccadilly London West End, Sweden , No BBC World and No CNN unfortunately Slow lift,1125, Very helpful and Pleasant staff toiletary products very good Wifi worked very well Nice with complimentary water daily ,8.8," Leisure trip, Couple, Premier Double Room, Stayed 4 nights, Submitted from a mobile device ",51.5121957,-0.1318384,9.1,-0.09999999999999964,1,1,0,0,0,0,0,0
"Paris, France",7/24/2017,8.5,R Kipling by Happyculture, United Kingdom ,No Negative,84, The superior room was very specious and of a high standard and the location is perfect only a few minutes walk from the metro and the in the heart of Montmartre Overall we had a great experience and wouldn t hesitate staying here again again ,9.6," Leisure trip, Couple, Superior Double or Twin Room Tea Time Wine Tasting Included, Stayed 2 nights ",48.8820838,2.3315849,8.5,-0.1999999999999993,1,1,0,0,0,0,0,0
"Paris, France",7/27/2017,9.1,Hotel Des Saints Peres Esprit de France, United States of America ,No Negative,105, Precious historical small hotel on left bank St Germaine de Pres close to cafes shops and neighborhood feel Staff is personable garden area is lovely ,10.0," Leisure trip, Group, Classic Double Room, Stayed 2 nights, Submitted from a mobile device ",48.8534026,2.3299043,9.1,-0.29999999999999893,1,0,0,0,1,0,0,0
"Paris, France",7/31/2017,7.0,Best Western Hotel Montmartre Sacr Coeur, United Kingdom , n a,266, The staff were friendly and approachable and very helpful Rooms were lovely and area was central to most things Breakfast was great and lots of choice ,7.9," Leisure trip, Family with young children, Double Room, Stayed 2 nights ",48.888539,2.3498459,7.0,0.20000000000000018,1,0,0,0,0,1,0,0
"London, United Kingdom",8/3/2017,8.5,Kingsway Hall Hotel, United Kingdom , No complaints,683, Love the area as so close to theatres and shopping staff very helpful have stayed 5 times and will not hesitate to book again next time i am in London Felt very safe for ladies travelling on their own Wonderful small spa area which was a bonus ,9.6," Leisure trip, Group, Standard Double Room, Stayed 1 night ",51.5158643,-0.1200625,8.5,0.0,1,0,0,0,1,0,0,0
"London, United Kingdom",7/18/2017,8.2,Mandarin Oriental Hyde Park London, United Kingdom , It would be hard to improve on excellence,85, The entire stay was excellent from check in to check out The staff in the Hotel were very very good and made our stay very enjoyable ,10.0," Leisure trip, Couple, Twin Room with Courtyard View, Stayed 1 night, Submitted from a mobile device ",51.5022081,-0.1599428,8.2,0.3000000000000007,1,1,0,0,0,0,0,0
"Paris, France",7/28/2017,8.1,H tel Jos phine by Happyculture, United States of America ,No Negative,76, Staff was super friendly and helpful Also free wine tasting at their partner hotel across the street and free absinthe every night from 6 8 pm The hotel was so comfortable and chic with great restaurants within walking distance About 1 2 miles from tourist destinations but the walk is very easy and enjoyable ,10.0," Leisure trip, Group, Triple Room, Stayed 3 nights, Submitted from a mobile device ",48.8823141,2.3316688,8.1,0.0,1,0,0,0,1,0,0,0
"London, United Kingdom",8/2/2017,8.2,Radisson Blu Edwardian Vanderbilt, Switzerland , Not suitable for someone with knees problems the shower was in the tube and the tube was to high for my knees lots of ways and turns to go from the entrance to the room ,1298, The staff was really very nice and helpful ,7.1," Leisure trip, Couple, Standard Single Room, Stayed 9 nights ",51.4953691,-0.1818966,8.2,0.0,1,1,0,0,0,0,0,0
"Paris, France",8/2/2017,8.2,Hotel Le Chat Noir, Australia , Lots of sex shops but I felt totally safe Just not an environment I would take children however in saying that there were families staying at the hotel,129, It was a great location for us The metro was at the front door The little train out the front for 6 it was a return trip up to the wonderful Montmartre A few restaurants were about Easily accessible Very very very secure 1st floor is reception and there is also a very comfortable place to st if you wasn t time out Wifi was great no problems at all And 1st floor also supply s a free coffee machine for tea and hot chocolate too,10.0," Leisure trip, Group, Double or Twin Room, Stayed 5 nights, Submitted from a mobile device ",48.8836255,2.3340538,8.2,0.0,1,0,0,0,1,0,0,0
"London, United Kingdom",8/3/2017,9.2,Hotel Cafe Royal, New Zealand , Nothing,364, Everything it doesn t get much better in a city Beautiful building in a great location with high quality furnishings and the breakfast top notch,10.0," Leisure trip, Couple, Grand Superior King or Twin Room, Stayed 1 night, Submitted from a mobile device ",51.5100916,-0.1359431,9.2,0.10000000000000142,1,1,0,0,0,0,0,0
"Paris, France",8/1/2017,8.6,Mercure Vaugirard Paris Porte De Versailles, United States of America , We had some issues with the shower the water was hot and no matter what we did we couldn t get it cooler ,106, Close to the Metro and bus stop it was a quiet location peaceful walk to the Seine ,8.3," Leisure trip, Couple, Standard Double Room, Stayed 4 nights ",48.8330649,2.2879617,8.6,-0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.1,Grange Rochester Hotel, United Kingdom , i would have preferred my expenses to be added on to my room bill i had to pay as i went along for wine ect ,364, location and the staff were accommodating,10.0," Business trip, Solo traveler, Single Room, Stayed 1 night ",51.4942654,-0.1366026,8.1,0.09999999999999964,0,0,1,1,0,0,0,0
"London, United Kingdom",8/3/2017,6.7,Gainsborough Hotel, United Kingdom , The room felt airless the window did not open and in the middle of the night I woke up wondering if there was enough oxygen with the room being so small However there was ,807, excellent bed linen,9.6," Leisure trip, Solo traveler, Single Room, Stayed 1 night ",51.4948416,-0.1772056,6.7,0.20000000000000018,1,0,1,0,0,0,0,0
"Paris, France",7/21/2017,8.8,H tel Bel Ami, Egypt , View from room was tarpan on opposite building But sound proof windows prevented all sounds ,105, Bed comfy Lots of free extras where kids checked in Clean efficient and comfortable ,10.0," Leisure trip, Family with young children, Superior Room with Spa Fitness Access, Stayed 2 nights, Submitted from a mobile device ",48.8550298,2.3332104,8.8,-0.20000000000000107,1,0,0,0,0,1,0,0
"London, United Kingdom",7/28/2017,8.6,St James Hotel Club Mayfair, United States of America ,No Negative,135, Great boutique luxury hotel in a perfect location for folks who like to walk a city My kids are teenagers and were perfectly happy with this hotel but little kids would likely not find much to their liking No kiddie facilities or programs in other words I would recommend this hotel unreservedly to any business or leisure traveler looking for something small and a bit out of the way it s tucked into a cul de sac while still being near to all the good stuff ,10.0," Leisure trip, Family with young children, Superior Room, Stayed 4 nights ",51.5061587,-0.1402803,8.6,0.09999999999999964,1,0,0,0,0,1,0,0
"London, United Kingdom",8/2/2017,9.2,Apex London Wall Hotel, Hungary ,No Negative,437, The reception with Prosecco was great The staff was extremely friendly and helpful Great location central but still quiet lotscof good pubs an restaurants around ,10.0," Leisure trip, Group, City King or Twin Room, Stayed 1 night, Submitted from a mobile device ",51.5160484,-0.0880181,9.2,-0.09999999999999964,1,0,0,0,1,0,0,0
"London, United Kingdom",8/3/2017,7.5,Seraphine Kensington Gardens Hotel, United Arab Emirates , There is only hot water in the afternoon evening so prepare for a chilly morning shower ,310, The wonderful welcome from Saeed and Ines at the Front Desk at breakfast was the hi light of our visit They are both fabulous and highly experienced in their London tourist knowledge This Hotel is lucky to have them ,9.2," Leisure trip, Family with young children, Executive Double Room, Stayed 9 nights, Submitted from a mobile device ",51.5021027,-0.187901,7.5,-0.09999999999999964,1,0,0,0,0,1,0,0
"Paris, France",7/25/2017,8.8,Hotel de Nell, United Kingdom , Room looking out onto brick wall Bathroom with no room,81, Small room looking out onto brick wall Bathroom very tiny very depressing room Have stayed in lots of hotels and would not rate this as a 5 star hotel,4.2," Business trip, Couple, Classic Double Room, Stayed 3 nights, Submitted from a mobile device ",48.8732788,2.3466576,8.8,0.1999999999999993,0,1,0,1,0,0,0,0
"Paris, France",7/26/2017,8.7,9Hotel Republique, Sweden , The room was very small but maybe reasonable for that price for a hotel in paris A lot of dust in the room The room key didn t work two times when we came back to the hotel We had to run up and down 5 or 6 times because the new key cards didn t work ,183, The bus and metro station are located just in front of the hotel Very convenient ,6.7," Leisure trip, Couple, Classic Double Room, Stayed 3 nights ",48.8708419,2.3605864,8.7,0.10000000000000142,1,1,0,0,0,0,0,0
"Paris, France",7/14/2017,9.5,Goralska R sidences H tel Paris Bastille, Mexico ,No Negative,24, Exceptionally pleasant staff in a hotel that is unique not only because of its location but because of the unique pleasantries on each room and the furniture and decoration A little gem in Paris ,10.0," Leisure trip, Couple, Prestige Suite, Stayed 1 night ",48.8482842,2.3657251,9.5,-0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.3,Club Quarters Hotel Gracechurch, United Kingdom ,No Negative,1103, Managed to get a much earlier check in than was booked for The hotel has a pretty good location with easy access to tube and Liverpool St station There was free coffee in reception that was pretty good and there was access to a wetherspoons where a full English breakfast can be bought for a about 10 less than the hotel charge ,9.2," Leisure trip, Couple, Small Queen Room, Stayed 1 night, Submitted from a mobile device ",51.5127964,-0.0847973,8.3,-0.10000000000000142,1,1,0,0,0,0,0,0
"London, United Kingdom",7/24/2017,8.3,Grange Blooms Hotel, United Kingdom , Breakfast price seemed very high 23 95,173, Arrived early before 3pm check in time as we were seeing a show at 2 30 and needed to leave luggage Hotel checked us in and gave us an upgrade room that was available complimentary along with a plate of cake with Happy anniversary written on it had previously emailed 4 hotels asking if we can leave luggage prior to check in and the fact it was our Silver Wedding Anniversary This hotel was the only one that bothered to reply Excellent room with real dark wood furniture comfy bed excellent bathroom with plenty of gels and soaps Good TV with many channels Tea and Coffee with plenty of both available along with Milk Receptionist sent up Soya milk F O C as my wife can not drink dairy Check in was quick staff brilliant and location superb All in all a lovely hotel very reasonably priced including the room service menu My only slight grump was that the breakfast was 23 95 which seemed unreasonably steep compared to great prices on room menu strange I highly recommend this hotel ,9.2," Leisure trip, Couple, Double Room, Stayed 1 night ",51.5196913,-0.1254243,8.3,0.0,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, United States of America ,No Negative,3212, Very nice lobby area Taxis right at door for transportation Helpful staff Good location for circle and district lines Beautiful top floor view of London ,8.8," Leisure trip, Travelers with friends, Twin Room, Stayed 5 nights, Submitted from a mobile device ",51.5108412,-0.0780581,8.7,0.0,1,0,0,0,1,0,0,0
"Paris, France",7/18/2017,9.2,H tel Baume, United States of America , Housekeeping was not as proficient as I would have liked We had to request towels and amenities I feel for the price that was paid for the room the housekeeping should provide the same level of amenities and towels as when you first check in ,176, Great location staff were wonderful helpful and accommodating The room was small but very cozy and comfortable The food was very good and breakfast room was quite quaint But the best part of the stay was the staff They went out of their way to assist ,10.0," Leisure trip, Couple, Superior Double Room, Stayed 3 nights ",48.8501522,2.3392782,9.2,-0.1999999999999993,1,1,0,0,0,0,0,0
"Paris, France",7/28/2017,8.9,Hotel West End, Australia , What s not too like ,129, Perfect hotel second time I ve stayed there and once again I have no complaints The location is fantastic as are the staff Definitely recommend to fellow travellers ,10.0," Leisure trip, Couple, Executive Double or Twin Room, Stayed 4 nights, Submitted from a mobile device ",48.8671391,2.3038447,8.9,-0.09999999999999964,1,1,0,0,0,0,0,0
"Paris, France",7/5/2017,8.3,Arioso, Australia , Room very small I booked through booking com because you don t pay at time of booking and was disappointed when I went to pay by cash that the money had been paid by my visa ,38, Room was very French Little extras in the room for every Occassion ,7.5," Leisure trip, Solo traveler, Classic Double Room, Stayed 1 night, Submitted from a mobile device ",48.8746066,2.3167195,8.3,0.09999999999999964,1,0,1,0,0,0,0,0
"Paris, France",7/20/2017,9.0,H tel Lancaster Paris Champs Elys es, Saudi Arabia , I don t like the facility I supposed to enter 5 stars hotel but there was no coffee or tea no water only in the first night Not like other hotels even 4 stars provide coffee and tea,80, I like the location,7.1," Leisure trip, Solo traveler, Classic Double or Twin Room, Stayed 2 nights, Submitted from a mobile device ",48.8723438,2.3033378,9.0,-0.1999999999999993,1,0,1,0,0,0,0,0
"Paris, France",8/3/2017,8.6,Melia Paris Notre Dame, United States of America , Only complaint was A C either it was not working well or hotel should not be advertised as air conditioned As Americans we expected cool and the A C did not deliver ,54, Excellent location tucked away on a quiet street about 2 blocks from Notre Dame Cathedral Food options all around Great walking to everything including transit Room was small for Americans but great use of space design including high ceilings Felt luxurious and classy Staff was always accommodating Definitely recommend and would use again ,9.6," Leisure trip, Couple, Double Room, Stayed 6 nights ",48.8515198,2.3486511,8.6,0.09999999999999964,1,1,0,0,0,0,0,0
"Paris, France",8/2/2017,8.6,Hotel Mademoiselle, United Kingdom , maybe just pop another mirror in the main bedroom near a plug so can style hair better ,201, the staff were ALL lovely and really helpful and welcoming and very natural with it the decor was fabulous and the beds were the most comfortable ever and we travel many times per year so they were the best breakfast was great and the dining and lounge very comfortable will stay again ,9.6," Leisure trip, Family with young children, 2 rooms, Stayed 2 nights ",48.8772493,2.3543043,8.6,0.0,1,0,0,0,0,1,0,0
"Paris, France",6/25/2017,8.9,Hotel Les Bains Paris, United Kingdom , Room service let us down I am sorry to say burger ordered asked for well done arrived still mooing sent back 2nd attempt same burger still raw with cold fries Taken off bill kindly ,35, Super location and staff Great bar and super tasty bar snacks ,9.6," Leisure trip, Couple, Deluxe King Room, Stayed 4 nights, Submitted from a mobile device ",48.863828,2.3519345,8.9,0.0,1,1,0,0,0,0,0,0
"Paris, France",7/20/2017,9.0,Hotel Ares Eiffel, Indonesia , Nothing,212, Location easy to reach from airport near train station Located in large street so easy to get taxi and easy for Uber driver to locate Just 10 minutes walk to the Eiffel Tower Near supermarket for basic needs and plenty of restaurants with french cuisine open from breakfast till dinner Area was safe and no creepy people hanging around at night Facilities front staff was nice and helpful was able to speak clear English Hotel was small but had an elevator Surroundings were nicely designed comfortable and classy Halls were carpeted so not too noisy Wifi router available for rent at 5 euros per day Breakfast was available Tea time was also available for free from 3 pm Room Very clean classy nicely set up wooden floors warm decorations facilities were complete Bathroom was clean and quite spacious with Hermes toiletries TV was Bang Olufson Bed was comfortable Overall moving space was quite tight but enough Price quite high but it was the summer and location wise was terrific When I checked out received Hermes goody bag with EDT Nice touch ,9.6," Leisure trip, Solo traveler, Classic Double Room, Stayed 3 nights ",48.8503276,2.2982022,9.0,-0.1999999999999993,1,0,1,0,0,0,0,0
"Paris, France",7/23/2017,8.7,Francois 1er, Saudi Arabia , Rooms are small and the toilette sliding door doesn t close They don t give courtesy small water bottle and you have to buy it ,136, The location is very good and close to Metro and Champs Elys es Friendly staff especially at breakfast ,7.9," Leisure trip, Solo traveler, 2 rooms, Stayed 5 nights ",48.8701887,2.2997281,8.7,0.0,1,0,1,0,0,0,0,0
"Paris, France",7/17/2017,8.0,H tel Montmartre Mon Amour, United Kingdom , The room was very small and consequently so were the shower toilet generally making the stay uncomfortable This was a classic double I would upgrade if I returned there ,63, Location in Montmartre is terrific just below the Scare Coeur and near bars cafes and restaurants Lots of steps in the area though something to consider for those less mobile ,5.8," Leisure trip, Couple, Classic Double Room, Stayed 2 nights ",48.886687,2.3449332,8.0,0.09999999999999964,1,1,0,0,0,0,0,0
"Paris, France",8/3/2017,8.0,Hotel Monceau Wagram, United States of America , Our room was not ready until well after check in time The property smells horrible and has filthy carpets that need replacing No wash cloths available for showers ,110, It was within walking distance of the Arc de Triomphe ,5.0," Leisure trip, Family with young children, Family Room, Stayed 3 nights, Submitted from a mobile device ",48.8808779,2.2989756,8.0,-0.09999999999999964,1,0,0,0,0,1,0,0
"London, United Kingdom",8/3/2017,8.5,Novotel London Excel, United Kingdom , Bathroom floor needs to be made so it drains properly as a wet room in a disabled room as it would flood the carpet under the door Reported it twice ,574,No Positive,9.2," Leisure trip, Group, Standard Queen Room with Sofa Bed, Stayed 2 nights, Submitted from a mobile device ",51.5077198,0.0229805,8.5,0.0,1,0,0,0,1,0,0,0
"Paris, France",7/14/2017,7.8,Paris Marriott Champs Elysees Hotel, India , The housekeeping service was the worst we ve experienced in any Marriott world wide The to management wasn t very responsive either Best avoidable to stay here ,94,No Positive,5.0," Leisure trip, Family with young children, Deluxe Room, Stayed 4 nights, Submitted from a mobile device ",48.8711365,2.3050482,7.8,0.10000000000000053,1,0,0,0,0,1,0,0
"London, United Kingdom",7/28/2017,8.4,Mercure London Bridge, Australia , Breakfast price was exorbitant went elsewhere each morning had amazing food and spent less ,414, The room was clean and comfortable easy check in and check out processes ,8.3," Leisure trip, Group, Classic Queen Room, Stayed 3 nights ",51.5052587,-0.099176,8.4,0.09999999999999964,1,0,0,0,1,0,0,0
"Paris, France",7/31/2017,9.1,H tel Exquis by Elegancia, Thailand , the amenities in the room are very poor no mini bar no toothbrush haircomb q tips only one glass that was not even one designed for mouth wash purposes The room was extremely small the old room service menu was hidden in the cupboard no choice but columbian food and poor options all together The pillows on the bed were terrible absolutely shapeless and hard to sleep on something that melts under you no way this would satisfy most clients No way this deserves to be a 4 star hotel ,157, the design was nice and very original Cool lightings in the room Nice staff for check in ,5.4," Leisure trip, Solo traveler, Double Room Intemporelle, Stayed 1 night ",48.8536854,2.3805796,9.1,-0.1999999999999993,1,0,1,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.8,Grange Wellington Hotel, United Kingdom , The dedicate team needs to proactively reply to online requests whether it is an approval or otherwise It was out of the ordinary in a 4 stars hotel the mini bar locked and you need to request to get it opened ,428, Location wise distance to Victoria station friendly and fast check in process and very professional ,8.8," Leisure trip, Solo traveler, Superior Double Room, Stayed 2 nights ",51.4944319,-0.1363756,8.8,0.0,1,0,1,0,0,0,0,0
"Paris, France",8/3/2017,7.9,Les Jardins Du Marais, United Kingdom , Make sure you get a good view We paid for a deluxe suite which we got but which was at the rear of the hotel with a view of a wall Dreadful ,156, Very comfortable beds ,7.1," Leisure trip, Couple, Deluxe Suite, Stayed 4 nights, Submitted from a mobile device ",48.8605219,2.3680239,7.9,0.1999999999999993,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,6.4,Hotel Cavendish, United Kingdom , The bed was slightly hard for my tastes but I could still sleep on it The breakfast room is quite compact and there was people having to wait for tables at some times on the morning ,920, The hotel is placed excellently as it is surrounded by 3 tube stations on different lines and is easily in walking distance of The British Museum and not far from Leicester Square either if you don t mind a stroll We even walked to King s Cross Station from the hotel The staff were really helpful and allowed us to leave our luggage in reception the day we arrived whilst we went exploring the city and offered to hold our luggage on the day we left as well Breakfast was pleasant and the staff were happy to assist Our room was situated at the back of the property and so there was little noise considering the road the hotel is on Overall a pleasant stay and I would recommend it to others who are going to London and want a central but budget friendly hotel ,8.8," Leisure trip, Group, Double Room, Stayed 3 nights ",51.5220522,-0.132414,6.4,0.0,1,0,0,0,1,0,0,0
"London, United Kingdom",8/2/2017,7.5,Park Grand London Hyde Park, China , Room is really small i can barely put my luggage in too small even for a single man ,819, Very convenient location very close to Paddington Station good and quiet neighborhood ,6.7," Leisure trip, Solo traveler, Deluxe Single Room, Stayed 3 nights ",51.5157316,-0.1802179,7.5,0.0,1,0,1,0,0,0,0,0
"London, United Kingdom",8/2/2017,7.7,Shaftesbury Metropolis London Hyde Park, Germany , Room was too small No fridge in room Little space in closet provided ,1095, Friendly staff Some things I forgot in room were found and posted to me in Germany Mostly efficient helpful and polite ,6.3," Leisure trip, Solo traveler, Deluxe Single Room, Stayed 5 nights, Submitted from a mobile device ",51.5166887,-0.1706147,7.7,0.0,1,0,1,0,0,0,0,0
"Paris, France",7/10/2017,7.4,Radisson Blu Champs Elys es Paris, United States of America , Breakfast poor few selection no water offered for breakfast not even a tap water Supervisor at breakfast was not friendly serving the breakfast was also slow Reception could not do anything on the extra charges for breakfast for 2 persons and it was 1 even I explained I m traveling ,152, Reception staff on the first day were friendly second day not Clean property but overpriced for what is it ,5.0," Leisure trip, Solo traveler, Deluxe Room, Stayed 1 night, Submitted from a mobile device ",48.8719212,2.2971404,7.4,0.0,1,0,1,0,0,0,0,0
"Paris, France",7/27/2017,9.6,Hotel Eiffel Blomet, India , The staff were as if seeing Indians for the first time Could feel that they need better understanding of diversity ,15, The over all stay and hotel was excellent The hotel is very close to metro and each to access Also the rooms are small but very comfortable ,9.2," Business trip, Couple, Deluxe Twin Room, Stayed 5 nights ",48.8416787,2.3022862,9.6,-0.1999999999999993,0,1,0,1,0,0,0,0
"Paris, France",7/31/2017,7.2,Holiday Inn Paris Gare Montparnasse, Netherlands , Parking place too small and don t have two way traffic It looks like that you have to drive to a lower level however when you do that you will get a closed door so hard to drive slaloms back backwards slope up in a small place We had booked two rooms both rooms didn t had towers in the bathroom and only one bottle welcome water ,331, Good location nice breakfast also at the end of the breakf time friendly staff ,7.9," Leisure trip, Family with young children, Double Room Non Smoking, Stayed 1 night, Submitted from a mobile device ",48.8382916,2.3230188,7.2,0.2999999999999998,1,0,0,0,0,1,0,0
"Paris, France",6/12/2017,9.1,H tel Thoumieux, United Kingdom , The hotel was perfect ,37, The staff were warm and friendly and the hotel is a true boutique hotel not part of a chain I liked the eclectic decoration and the attention to detail I loved the fact that there were really nice Aesop bath products not little samples but proper large bottles The hairdryer was a proper one not one attached to the wall a pleasant surprise and our bathroom was large and luxurious ,10.0," Leisure trip, Couple, Deluxe Double Room, Stayed 2 nights, Submitted from a mobile device ",48.8595985,2.3088076,9.1,-0.1999999999999993,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.4,The Exhibitionist Hotel, United Kingdom , The 24 hour room service was sourced from outside restaurants and took 45 minutes We received stone cold burgers and chips at midnight ,804, The hallways were all decorated in different themes of art the rooms the same Was absolutely incredible ,10.0," Leisure trip, Group, Superior Double Room with Balcony, Stayed 1 night, Submitted from a mobile device ",51.4947754,-0.177789,8.4,0.0,1,0,0,0,1,0,0,0
"Paris, France",7/31/2017,7.1,Auteuil Tour Eiffel, Netherlands , Tricky parking very narrow entrance,196, This is our third stay at this hotel We like the location central close to public transport but in a quiet area service room size and private parking ,10.0," Leisure trip, Couple, Standard Room, Stayed 2 nights, Submitted from a mobile device ",48.8506499,2.2750873,7.1,0.40000000000000036,1,1,0,0,0,0,0,0
"London, United Kingdom",7/29/2017,8.8,Ten Manchester Street Hotel, United Arab Emirates , 1 The hotel lacks a personality and overall has a dull ambiance to it which is encapsulated in all elements of the hotel 2 The mattress was curved and a had a huge hole in it This made the sleeps extra uncomfortable and is completely unacceptable for a 4 star hotel to use a worn out mattress such as this Also there was not a proactive effort to replace the mattress,218, Location,5.4," Leisure trip, Couple, Deluxe Double Room, Stayed 3 nights ",51.5188,-0.153839,8.8,0.0,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.7,Mercure London Hyde Park, United Kingdom , The bathroom was very small There were cobwebs above the lamp shades hanging from the high ceilings ,221, The bed was very comfortable The staff were welcoming and professional ,7.5," Business trip, Solo traveler, Standard King Room, Stayed 1 night ",51.5151149,-0.1743857,8.7,-0.09999999999999964,0,0,1,1,0,0,0,0
"London, United Kingdom",8/2/2017,8.6,London Bridge Hotel, United Kingdom , Don t have dislikes thats why I keep coming back to this hotel ,167, Location for travel links West End and O2 local eating houses plenty of walks and the famous Borough market ,10.0," Leisure trip, Couple, Standard Double Room, Stayed 2 nights ",51.5052188,-0.088166,8.6,0.09999999999999964,1,1,0,0,0,0,0,0
